Date,URL,Likes,Comments,Shares,Content
2020-03-09T01:31:43+0000,https://www.facebook.com/groups/202967334122272/210619666690372,4,0,0,"Virus Corona hôm nay- 09.03.2020, cập nhật lúc 7g30 :

· **VIỆT NAM CÓ CA THÊM 10 CA MỚI. TỔNG CỘNG : 30 CA.**

· **Số quốc gia có người nhiễm** : 105 quốc gia- vùng lãnh thổ **TƯƠNG ĐƯƠNG 53% QUỐC GIA TRÊN THẾ GIỚI** có người bị nhiễm, tăng thêm 02 quốc gia so với hôm qua (Gibraltar và Bangdalesh).

· **Số người nhiễm** : **109.967 người, tăng 3.902 ca # 3,68% so với hôm qua**. Trung quốc có 39 ca nhiễm mới, phần còn lại của thế giới chiếm gần 99,9% số ca nhiễm hôm nay(!).

· **Các nước có từ 1.000 ca nhiễm trở lên** : đã tăng 50% lên mức 06 quốc gia, so với hôm qua (04 quốc gia) :

1/ Trung quốc : 80.734 ca, 2/ Italia : 7.375 ca (**tăng 1.492 ca),** 2/ Hàn quốc : 7.313 ca (**tăng 272),** 4/ Iran : 6.566 ca (**tăng 743 ca), **5/ Pháp :** **1.209 **(tăng 260 ca), **6/ Đức : 1.040** (tăng 240 ca).**

· **Các nước có từ 500~ dưới 1.000 ca nhiễm trở lên** vẫn giữ mức 04 quốc gia, so với hôm qua :

1/ tàu Diamond Princess : 696 ca **(0)**, 2/ Tây Ban Nha : 674** **ca** (tăng 149 ca), **3/** **Hoa Kỳ : 538** (tăng 103 ca), **4/ Nhật Bản :**502 (tăng 41 ca)**.

· **Các nước có từ 100~ dưới 500 ca nhiễm trở lên** giảm 01 quốc gia, còn 09 so với hôm qua :

01/ Thụy Sĩ : 337 ca** (tăng 69)**, 042 Anh Quốc : 273 ca **(tăng 64), **03/ Hà Lan : 265 ca **(tăng 77)**,  04/ Thụy Điển : 203 ca **(tăng 42), **05/ Bỉ : 200 ca **(tăng 31 ca**), 06/ Na Uy : 176 ca **(tăng 20)**, 07/ Singapore : 150 ca **(tăng 12), **08/ HongKong : 115 ca **(tăng 07**), 09/ Áo : 104 ca **(tăng 23)**.

· **Số tử vong** : 3.827 ca, tăng 229 người.(Trung quốc : 22 ca, phần còn lại của thế giới có 206 ca tử vong, bao gồm :**133 NGƯỜI ITALIA, 49 NGƯỜI IRAN, 07 NGƯỜI TÂY BAN NHA, , 03 NGƯỜI MỸ, 03 NGƯỜI PHÁP, 02 NGƯỜI KOREA, 02 NGƯỜI HÀ LAN, 02 NGƯỜI IRAQ, THỤY SĨ, HONGKONG, NHẬT BẢN, ANH VÀ AI CẬP MỖI NƯỚC 01 NGƯỜI**. – tăng 268% so với hôm qua).

· **Số 08 nước có ca tử vong nhiều nhất : 1/ Trung Quốc** : 3.119 ca, **2/ Italia** : 366 ca,  **3/ Iran** : 194 ca, **4/ Korea** : 50 ca, **5/ Hoa Kỳ**: 22 ca, **6/ Pháp** : 19 ca,  **7/ Tây Ban Nha** : 17 ca, **8/ Tàu Diamond Princess** : 07 ca, **9/ Japan** : 07 ca, **10/ Iraq : 06 ca, 11/ Australia : **03 ca, **12/ Anh :** 03, **13/ Hà Lan**: 03, **14/ Hongkong** : 03 ….91 quốc gia-vùng lãnh thổ còn lại chỉ từ 1 đến 2 ca hoặc chưa có ca tử vong nào.

· **Tỷ lệ tử vong trên số ca nhiễm** : là 3,48%, tỷ lệ tử vong xấp xỉ 3,5% đã duy trì từ 17 ngày nay thay vì mức 2% bí ẩn từ đầu dịch.

· **Tỷ lệ các ca trong tình trạng nghiêm trọng hay nguy kịch : **6.129 ca tương đương 14%."
2020-03-09T01:05:07+0000,https://www.facebook.com/groups/202967334122272/210610540024618,6,0,1,"#ChinaWuHancoronavirus
#virusCorona
#WuHanCoronavirus
#Wuhan 
#wuhanvirus
#PRC
#ChineseNewYear
#Coronavirus
#VũHán
#ChinaTQ
#VietNamVN
#Goyang
#HanQuoc
#TaiWan"
2020-03-09T01:00:38+0000,https://www.facebook.com/groups/202967334122272/210125336739805,24,4,0,
2020-03-09T00:44:29+0000,https://www.facebook.com/groups/202967334122272/210600280025644,0,0,0,
2020-03-09T00:33:44+0000,https://www.facebook.com/groups/202967334122272/210600340025638,2,0,1,"Chi.na : Tử thi...

Dịch viêm phổi cấp chủng mới #Chinacoronavirus #WuHan #Covid19 đang hoành hành ở V.ũ Há.n và Tỉnh Hồ Bắc Tru.ng Quố.c

Các khu vực bị ảnh hưởng đã thực hiện các lệnh đóng cửa nghiêm ngặt nhất.

#ChinaWuHancoronavirus
#virusCorona
#WuHanCoronavirus
#Wuhan 
#wuhanvirus
#PRC
#ChineseNewYear
#Coronavirus
#VũHán
#ChinaTQ
#VietNamVN
#Goyang
#HanQuoc
#TaiWan"
2020-03-09T00:31:53+0000,https://www.facebook.com/groups/202967334122272/210599546692384,2,0,0,"Chin.a : 08.03.2020  16:51 
Công ty TNHH công nghệ quang điện Thường Châu ( đám cháy bùng phát ) nguyên nhân đang được điều tra làm rõ  

(#ChinaWuHancorona  + Máy bay quân sự đã bị rơi + Cháy bùng phát liên tục . Canh Tý Con chuột năm nay  quá dữ ) 

Dịch viêm phổi cấp chủng mới #Chinacoronavirus #WuHan #Covid19 đang hoành hành ở V.ũ Há.n và Tỉnh Hồ Bắc Tru.ng Quố.c

Các khu vực bị ảnh hưởng đã thực hiện các lệnh đóng cửa nghiêm ngặt nhất.

#ChinaWuHancoronavirus
#virusCorona
#WuHanCoronavirus
#Wuhan 
#wuhanvirus
#PRC
#ChineseNewYear
#Coronavirus
#VũHán
#ChinaTQ
#VietNamVN
#Goyang
#HanQuoc
#TaiWan"
2020-03-09T00:11:52+0000,https://www.facebook.com/groups/202967334122272/210577676694571,5,0,1,"CHẾT BỞI ĐẢNG VIÊN CÓ LÝ LUẬN

Trong buổi họp ngày hôm qua tại thành phố Hà Nội, Nguyễn Đức Chung chủ tịch Hà Nội đã nói rõ tên Nguyễn Quang Thuấn là kẻ có nguy cơ lây nhiễm dịch bệnh cao nhất.

   Thuấn là một Giáo sư đảng, phó chủ tịch hội đồng lý luận trung ương, một tiến sỹ kinh tế là thành viên tổ tư vấn chính phủ. 

 Việc dư luận tập trung chỉ trích cô Nhung và đưa ra những lý lẽ abc để cho rằng cô ta trực tiếp gây hoạ cho nhiều người. Nhưng, số người cô ta tiếp xúc khi trở về là không quá 5 người.

   Nhưng, chẳng ai để ý gì tay lý luận trung ương này mới là nguồn cơn lây nhiễm cao nhất, theo lời của chủ tịch Chung, ông ta trực tiếp tiếp xúc với 96 người, nghe đâu có hơn 150 người gián tiếp. Có những triệu chứng mà vẫn đi ăn chơi trác táng, đàn đúm, không loại trừ chính lối sống phè phỡn ấy đã tự y rước bệnh vào người (có thể tiếp xúc với gái mại dâm ở Châu Âu).

    Phố Trúc Bạch mà mọi người thấy dân tháo chạy trong đêm là chính y cũng góp phần trong đó chứ không riêng gì cô Nhung.

Và mới nghe, có một quan chức cao cấp trong chuyến bay ấy nghi là dương tính, có bố vừa mất, y chủ trì tang lễ đã gặp và bắt tay hàng ngàn người từ quan chức cấp cao tới hạng thấp.

 Nghĩa là, ở VN những kẻ đảng viên tự cho mình là loài thượng đẳng, nghĩ là đảng viên chẳng thể nào con Vũ Hán Virus tấn công đâu mà đã gây họa biết bao nhiêu người. Chỉ đảng viên mới tự cho mình cái lối sống buông thả, bệ rạc, bầy đàn, nghĩ là đầy bằng cấp có ý thức cao, thế mà ý thức cộng đồng, tinh thần tự giác còn thua cô Trang công nhân ở Thanh Hoá (tự cách ly khi đi từ vùng dịch về). Đảng viên ngộ ghê!

Nhìn Iran quan chức cao cấp chết như rạ, liệu hàng trăm hàng ngàn người tiếp xúc với các loài thượng đẳng ấy, mai này ai còn ai mất?

  Dân thường ai mà gây hoạ lớn như loài thượng đẳng ấy đâu?

https://www.facebook.com/100025474742676/posts/570165363842617/?d=n"
2020-03-09T00:10:59+0000,https://www.facebook.com/groups/202967334122272/210591160026556,2,0,0,"Chi.na : Người dân T.rung Q.uốc xuống đường  Doanh nhân Qu.ảng Ch.âu dẫn đầu người dân Trun.g Quố.c trên đường
👉 Bùng phát này có bị Đ.C.S.T.Q đàn áp dập tắt  ? 

Dịch viêm phổi cấp chủng mới #Chinacoronavirus #WuHan #Covid19 đang hoành hành ở V.ũ Há.n và Tỉnh Hồ Bắc Tru.ng Quố.c

Các khu vực bị ảnh hưởng đã thực hiện các lệnh đóng cửa nghiêm ngặt nhất.

#ChinaWuHancoronavirus
#virusCorona
#WuHanCoronavirus
#Wuhan 
#wuhanvirus
#PRC
#ChineseNewYear
#Coronavirus
#VũHán
#ChinaTQ
#VietNamVN
#Goyang
#HanQuoc
#TaiWan"
2020-03-08T22:21:55+0000,https://www.facebook.com/groups/202967334122272/210346096717729,1,1,1,"18 không tổn thương, vậy là 17,19, 20,21 ..tổn thương phổi ????? Chụp hình phổi thì đâu có bao lâu, đúng không???"
2020-03-08T22:07:03+0000,https://www.facebook.com/groups/202967334122272/210521610033511,11,1,3,"GIẢI MẬT LÝ DO VIỆT CỘNG CHE GIẤU THÂN PHẬN CÔ NHUNG MẮC DỊCH CÚM TÀU ?

Khi cô Nguyễn Hồng Nhung bị xét nghiệm dương tính thì Việt cộng tung tin cô này là con của một vị lãnh đạo của thép Việt Nhựt có tên là Nguyễn Khắc Thành. Nhưng sau đó phía thép Việt Nhựt đã bác bỏ thông tin này.

Khi bịnh tình của cô Nguyễn Hồng Nhung không thể che giấu được thì Việt cộng chuyển sang che giấu cho Nguyễn Chí Dũng, kẻ đã cùng bầu đoàn thê tử ngồi chung khoang thương gia với Nguyễn Hồng Nhung và sau đó đã tiếp xúc với phái đoàn USABC của Mỹ vào ngày 04/3, tức sau 02 ngày từ Luân Đôn về tới Nội Bài.

Trước những thông tin hỗn mang trên, không ít người thiên về thuyết âm mưu (trong đó có tui) với nhận xét Việt cộng diễn tuồng để hít dollar Mỹ, để tránh tiếp các đoàn y tế từ các quốc gia tới Việt Nam học hỏi kinh nghiệm dập dịch theo quảng cáo của WHO, để chĩa mũi dùi sang Ý, Nam Hàn, Nhựt Bổn rằng chính các quốc gia này đã trung chuyển con virus corona Vũ Hán qua Việt Nam chớ không phải từ Tàu cộng lây sang vì khi bên Tàu cộng bùng phát dịch virus corona Vũ Hán thì bên Việt Nam chỉ có 16 ca nhiễm bịnh và đã được chữa lành dù Việt cộng không đóng cửa, cách ly với Tàu cộng.

Tất cả những phán đoán trên đều có thể đúng vì với chế độ độc tài cộng sản thì điều gì cũng ""có thể"" được cộng sản sử dụng để mưu lợi về kinh tế, chánh trị với bản chất ""mục đích bất chấp thủ đoạn"". Tuy nhiên, trong tình huống cô Nhung mắc dịch lần này thì không hoàn toàn là tuồng diễn của Việt cộng nữa mà là sự bắt buộc phải bạch hóa sự việc.

Bởi vì chuyện cô Nhung mắc dịch cúm Tàu không còn là chuyện của nội bộ Việt cộng nên có thể che giấu được mà là chuyện quốc tế động trời. Chiếu theo lịch trình của cô Nhung mắc dịch cúm Tàu thì có sự trùng hợp lạ lùng với lịch làm việc của Nguyễn Chí Dũng ở Anh Quốc. Cụ thể như sau:

1. Theo tự bạch của cô Nhung mắc dịch thì ngày 15/02 cô ta bay từ Nội Bài qua Luân Đôn thăm chị gái Nguyễn Hồng Nga rồi ngày 18/02 hai chị em cô ta qua Ý du lịch tới ngày 20/02 quay lại Luân Đôn rồi ngày 25/02 đi Paris đến ngày 26/02 về lại Luân Đôn.

Ở Luân Đôn tới ngày 28/02 thì cô Nhung khởi phát triệu chứng ho nhưng cô ta không đi khám cũng không xét nghiệm coronavirus Vũ Hán mà chỉ ở nhà với chị gái Nguyễn Hồng Nga. Điều này cho thấy hai chị em cô ta đã mắc dịch cúm Tàu khi còn ở bên Luân Đôn mà bằng chứng là vào ngày 05/3 cô Nguyễn Hồng Nga đã bị dương tính và bị cách ly bên Luân Đôn.

2. Ngày 26/02, đoàn cán ngố do Nguyễn Chí Dũng dẫn đầu đã kết thúc chương trình làm việc với Ấn Độ và bay qua Luân Đôn để tiếp tục làm việc với Vương quốc Anh từ ngày 27/02 đến ngày 01/3. Tức trong lúc 02 chị em Nhung, Nga từ Paris về lại Luân Đôn thì đoàn cán ngố do Nguyễn Chí Dũng dẫn đầu cũng đang trên đường bay từ Ấn Độ qua Luân Đôn.

Điều này cho thấy có một sự sắp xếp giữa Nguyễn Chí Dũng với Nguyễn Hồng Nhung, Nguyễn Hồng Nga để ""cha con"" hội ngộ tại Luân Đôn trước khi Nguyễn Chí Dũng làm việc với đại diện Anh Quốc rồi sau đó Nguyễn Hồng Nhung sẽ theo cha Nguyễn Chí Dũng bay về Việt Nam trên chuyến bay số hiệu VN-0054 của hãng Vietnam Airlines khởi hành bên Luân Đôn vào ngày 01/3 và hạ cánh ở Nội Bài lúc 4h30 sáng ngày 02/3. 

Tại sao Nguyễn Hồng Nhung bị ho, sốt từ ngày 28/02 mà cô ta không đi khám bác sĩ ? Tại vì nếu cô Nhung đi khám bác sĩ thì chắc chắn cô ta sẽ không được về cùng chuyến bay với cha mình là Nguyễn Chí Dũng theo lịch bay đã sắp xếp trước là phải bay về Việt Nam vào ngày 01/3.

Nguyễn Chí Dũng chắc chắn biết con gái mình bị sốt, ho và biết chắc chắn là sẽ bị nguy cơ nhiễm virus corona Vũ Hán bởi vì thời điểm 02 cô con gái của hắn tới Milan du lịch là thời điểm nước Ý đang bị virus corona Vũ Hán hoành hành. Tuy nhiên vi Nguyễn Chí Dũng đã tiếp xúc với 02 cô con gái nhiễm virus corona Vũ Hán vào ngày 26/02 khi cha từ Ấn Độ bay qua và 02 con từ Paris về lại Luân Đôn.

Ngày 28/02 cô Nhung và cô Nga đều bị ho, sốt nhưng cả 02 không dám đi khám bác sĩ theo lịnh của cha Nguyễn Chí Dũng vì nếu 02 con đi khám sẽ bị lòi ra mắc dịch và chương trình nghị sự giữa phái đoàn của Nguyễn Chí Dũng với Anh Quốc sẽ bị đình hoãn vì Nguyễn Chí Dũng và đồng bọn đã tiếp xúc với 02 con bịnh virus corona Vũ Hán từ ngày 26/02. 

Không để đại sự Anh - Việt mà Nguyễn Chí Dũng giữ vai trò trưởng đoàn bị phía Anh đình hoãn cũng như họ sẽ cách ly cả đoàn cán ngố và 02 cô gái cưng nên Nguyễn Chí Dũng đã cố tình ép 02 con giấu bịnh chờ họp xong sẽ tha con gái Nhung về Việt Nam luôn.

Về tới Việt Nam, cha con Nguyễn Chí Dũng vẫn tỏ ra không có bịnh tình vì nếu tự giác đi xét nghiệm, đi qua hệ thống kiểm tra nhiệt độ của phi trường thì sẽ lộ ra và sẽ rất nguy hiểm tới cái ghế bô trưởng bộ kế hoạch và đầu tư cũng như cái ghế phó thủ tướng cho đồng hương xứ Nghệ Tĩnh Vương Đình Huệ.

Bởi vì nếu lộ ra thì phía Anh Quốc và phía Mỹ sẽ không bỏ qua tội ""biết bịnh mà vẫn giấu bịnh"" để làm việc và tiếp xúc với quan chức của họ tại Luân Đôn và tại Hà Nội. Đồng thời hai cô con gái rượu của Nguyễn Chí Dũng cũng mắc phải tội gieo rắc dịch cúm Tàu ra cộng đồng. Vì vậy buộc cha con Nguyễn Chí Dũng phải giấu bịnh cho tới khi cô Nguyễn Hồng Nga ở Luân Đôn chịu không nổi nữa nên đi khám bác sĩ và bị dương tính, cách ly vào ngày 05/02, sau đó cô ta gọi điện thoại về cho cha và em gái ở Trúc Bạch, Hà Nội phải nhập viện. Cô Nguyễn Hồng Nhung đã bị dương tính từ đây còn Nguyễn Chí Dũng thì âm tính nhưng ""cách ly"" tại gia.

Đây mới là một kịch bản hoàn hảo của cha con Nguyễn Chí Dũng hòng chạy tội trước Anh Quốc và Mỹ. Bởi vì cha con Nguyễn Chí Dũng đã cố tình giấu bịnh để tiếp xúc với các phái đoàn Anh Quốc, Mỹ là một tội lớn ảnh hưởng tới quan hệ của hai nước. Giờ đây thì mọi chuyện đã bung bét ra vì bên Anh Quốc họ đã sưu tra lòi ra Nguyễn Hồng Nhung tiếp xúc với Nguyễn Hồng Nga và phái đoàn của Nguyễn Chí Dũng nên Việt cộng không đi che giấu được sự thật.

Nhưng vì Nguyễn Hồng Nga ráng chờ tới khi cha mình là Nguyễn Chí Dũng làm việc xong với phái đoàn của Mỹ là USABC ở Hà Nội vào ngày 04/3 thì cô Nguyễn Hồng Nga mới đi xét nghiệm virus corona Vũ Hán và bị cách ly vì kết quả dương tính. Sau đó con gái của Nguyễn Chí Dũng và là em gái của Nguyễn Hồng Nga mới đi nhà thương để xét nghiệm dương tính với coronavirus Vũ Hán và nhà cầm quyền cộng sản mới hô hoán, la làng rồi Nguyễn Chí Dũng xét nghiệm âm tính và tự cách ly, Nguyễn Quang Thuấn đi cùng Nguyễn Chí Dũng và Nguyễn Hồng Nga thì dương tính.

Vậy là Nguyễn Chí Dũng đã thoát tội ""giấu bịnh để gieo rắc bịnh"" mà nguy cơ là phái đoàn của Anh Quốc và Mỹ sẽ bị lây nhiễm từ phái đoàn của Nguyễn Chí Dũng là rất cao. Nguyễn Chí Dũng thoát tội trước Anh Quốc, Mỹ là vi hắn nói hắn không biết nên vẫn tiếp tục làm việc với họ, mãi tới ngày 05/3 thì mới biết vì con gái Nguyễn Hồng Nga bên Luân Đôn cho hay mới vừa đi xét nghiệm và sau đó con gái Nguyễn Hồng Nhung cũng bị tương tự, thời điểm 02 con gái xét nghiệm sau ngày mà Nguyễn Chí Dũng đã làm việc với phái đoàn USABC nên không thể bắt tội Nguyễn Chí Dũng được.

Kết lại, cha con Nguyễn Chí Dũng - Nguyễn Hồng Nga - Nguyễn Hồng Nhung đã cố tình giấu bịnh và gieo rắc dịch bịnh cúm Tàu ra cộng đồng. Nhưng phía Anh Quốc và Mỹ không có cơ sở kết tội Nguyễn Chí Dũng được vì việc 02 con gái của hắn phát hiện ra bịnh cúm Tàu sau thời điểm Nguyễn Chí Dũng đã họp xong với họ. Mặc dù tên chủ tịch Viên Hàn lâm Nguyễn Quang Thuấn đi cùng Nguyễn Chí Dũng và Nguyễn Hồng Nhung, lái xe va giúp việc cho Nhung và một số người khác đã bay cùng chuyến với Nhung đã mắc dịch cúm Tàu nhưng chắc chắn Nguyễn Chí Dũng sẽ luôn có kết quả âm tính để giúp cho việc chạy tội của Nguyễn Chí Dũng thêm thuận lợi.

Cái tên Nguyễn Khắc Thành là một cách chạy tội của dòng họ Nguyễn Chí Dũng vì cha vợ của Dũng và là ông ngoại của Nguyễn Hồng Nga, Nguyễn Hồng Nhung là Nguyễn Mạnh Cầm, cựu phó thủ tướng và bộ trưởng ngoại giao của Việt cộng. Nguyễn Mạnh Cầm thực chất là họ Nguyễn Khắc ở Nghệ An, Nguyễn Khắc Thành là cậu ruột của Nguyễn Hồng Nhung và Nguyễn Hồng Nga, tên cựu thứ trưởng Bộ Công thương là Nguyễn Cẩm Tú là anh ruột của Nguyễn Khắc Thành và cũng là cậu ruột của Nguyễn Hồng Nhung. Việt cộng bắn tin Nguyễn Hồng Nhung là con Nguyễn Khắc Thành là mục đích chạy tội cho Nguyễn Chí Dũng mà thôi vì nếu bên Anh Quốc có yêu cầu xét nghiệm DNA thì cậu Khắc Thành.

Bởi vì trong xét nghiệm DNA để xác định huyết thống thì có tình huống xét nghiệm theo dòng họ mẹ vì theo quy luật di truyền, người mẹ sẽ di truyền DNA ty thể của mình cho tất cả những người con cả nam và nữ, những người con gái của người mẹ này tiếp tục di truyền ADN ty thể đó cho thế hệ sau. Do vậy, những người trong dòng họ có chung một nguồn gốc bên ngoại như mẹ chung, bà ngoại chung, cụ ngoại chung,... sẽ có hệ DNA ty thể giống nhau. Thêm nữa, vì Nguyễn Chí Dũng là tên tham quan vô độ, làm dữ nên phải lo xa. Vì vậy có khả năng trên giấy tờ thì Nguyễn Chí Dũng không đứng tên cha cho con gái Nguyễn Hồng Nga và Nguyễn Hồng Nhung mà để cho cậu Nguyễn Khắc Thành đứng thay để dễ bề tẩu tán tài sản mà tên Dũng này đã cướp được từ dân./.

Tran Hung."
2020-03-08T21:57:19+0000,https://www.facebook.com/groups/202967334122272/210541103364895,2,0,1,
2020-03-08T21:36:26+0000,https://www.facebook.com/groups/202967334122272/210532210032451,1,0,0,
2020-03-08T21:24:24+0000,https://www.facebook.com/groups/202967334122272/210487533370252,6,0,0,
2020-03-08T21:24:18+0000,https://www.facebook.com/groups/202967334122272/210488100036862,0,0,0,
